index,brand_name,model,price,rating,processor,processor_brand,iter,ram,threads_num,core_num,ram_num,memory_type,memory_size,gpu_brand,gpu_type,os,display_size,resolutioin_height,resolutioin_width,Touch_Screen,warrenty
513,Microsoft,Microsoft Surface Laptop 7 15 ‎‎ZYT-00048 (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),178990,4.7,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,16 GB ‎LPDDR5x RAM,,12.0,16,SSD,1000,Qualcomm,Integrated,Windows 11,15,2496,1664,True,1
514,Microsoft,Microsoft Surface Laptop 7 13.8 ‎‎ZGQ-00023 (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11),202990,4.25,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,32 GB ‎LPDDR5x RAM,,12.0,32,SSD,1000,Qualcomm,Integrated,Windows 11,13.8,2304,1536,True,1
515,HP,HP Chromebook x360 14b-cd0014TU Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),41641,4.15,Intel Core i3 N305,Intel,Core i3,8 GB LPDDR5 RAM,8.0,8.0,8,Hard Disk,256,Intel,Integrated,Chrome,14,1366,768,True,1
516,Acer,Acer Aspire Lite UN.34ESI.005 Gaming Laptop ( Intel Core i3 1305U / 8GB/ 512GB SSD/ Win11),30990,4.35,13th Gen Intel Core i3 1305U,Intel,Core i3,8 GB DDR4 RAM,6.0,5.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
517,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QSIN Laptop (AMD Ryzen 7 7735HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph RTX 3050),76250,4.5,7th Gen AMD Ryzen 7 7735HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
518,HP,HP Chromebook 14a-nf0014tu Laptop (Intel Processor N100/ 4GB/ 64GB UFS/ Chrome OS),29610,4.35,Intel N100 N100,Intel,Other,4 GB LPDDR5 RAM,4.0,8.0,4,Hard Disk,64,Intel,Integrated,Chrome,14,1366,768,True,1
519,HP,HP Pavilion Aero 13-bg0016AU Laptop (AMD Ryzen 5 8640U/ 16GB / 512GB SSD/ Win11),78490,4.75,8th Gen AMD Ryzen 5 8640U,AMD,Ryzen 5,16 GB LPDDR5x RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,13.3,1920,1200,False,1
520,Lenovo,Lenovo IdeaPad Slim 3 14IRU8 82X6004GIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37190,4.35,13th Gen Intel Core i3 1305U,Intel,Core i3,8 GB LPDDR5 RAM,6.0,5.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
521,Lenovo,Lenovo IdeaPad Slim 5 ‎15IRU9 83E6001JIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),60690,4.5,Intel Core 5 Processor Series 1 120U,Intel,Other,16 GB LPDDR5x RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
522,Gigabyte,Gigabyte G5 MF5-52IN354SH Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),91257,4.6,13th Gen Intel Core i5 13500H,Intel,Core i5,16 GB DDR5 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
523,Gigabyte,Gigabyte G5 KF5-H3IN353SH Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),107116,4.1,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB DDR5 RAM,16.0,10.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
524,MSI,MSI Modern 15 H AI C1MG-045IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),65990,4.7,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,16 GB DDR5 RAM,22.0,16.0,16,SSD,1000,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
525,MSI,MSI Katana A17 AI B8VE-884IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990,4.65,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,16 GB DDR5 RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,17.3,1920,1080,False,2
526,HP,HP 15s-fy5011TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),33990,4.05,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
527,Dell,Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),89990,4.05,13th Gen Intel Core i7 1360P,Intel,Core i7,16 GB LPDDR5 RAM,16.0,12.0,16,SSD,1000,Intel,Integrated,Windows 11,16,2560,1600,False,1
528,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),70990,4.2,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,16 GB DDR5 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
529,Asus,Asus TUF Gaming F15 FX507VU-LP210W Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),96990,4.2,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB DDR4 RAM,16.0,10.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
530,Asus,Asus Vivobook 16 X1605ZAC-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990,4.05,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,Intel,Integrated,Windows 11,16,1920,1200,False,1
531,Lenovo,Lenovo IdeaPad Slim 3 82RJ00FGIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30591,4.4,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
532,Asus,Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS Laptop (Intel Core Ultra 9 185H/ 16GB/ 1TB SSD/ Win11),119990,4.05,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,16 GB LPDDR5X RAM,22.0,16.0,16,SSD,1000,Intel,Integrated,Windows 11,15.6,2880,1620,False,1
533,MSI,MSI Crosshair 16 HX Monster Hunter Edition D14VFKG-408IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),167990,4.4,14th Gen Intel Core i7 14700HX,Intel,Core i7,16 GB DDR5 RAM,28.0,20.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,2560,1440,False,2
534,Dell,Dell G15-5535 Gaming Laptop (AMD Ryzen 5 7640HS/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),79990,4.65,7th Gen AMD Ryzen 5 7640HS,AMD,Ryzen 5,16 GB DDR5 RAM,12.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
535,Lenovo,Lenovo LOQ 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),87990,4.25,13th Gen Intel Core i5 13450HX,Intel,Core i5,24 GB DDR5 RAM,16.0,10.0,24,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
536,Lenovo,Lenovo IdeaPad 5i 83DT004SIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),80690,4.7,Intel Core 5 120U,Intel,Other,16 GB LPDDR5X RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1200,True,1
537,Lenovo,Lenovo IdeaPad Slim 3 14IAH8 83EQ0063IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),48000,4.2,12th Gen Intel Core i5 12450H,Intel,Core i5,8 GB LPDDR5 RAM,12.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
538,Asus,Asus TUF Gaming A15 FA506NC-HN083W Laptop (AMD Ryzen 5 7535HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),63289,4.75,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,16 GB DDR5 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
539,Lenovo,Lenovo IdeaPad Slim 5 14IMH9 83DA0002IN Laptop (Intel Core Ultra 5 125H/ 16 GB RAM/ 512GB SSD/ Win 11),73190,4.0,Intel Core Ultra 5 125H,Intel,Core Ultra 5,16 GB LPDDR5X RAM,18.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1200,False,1
540,Lenovo,Lenovo IdeaPad Slim 3 15IRH8 83EM009YIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),63890,4.25,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB LPDDR5 RAM,16.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
541,HP,HP Victus 15-fb2117AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),91990,4.5,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
542,Asus,Asus Vivobook S 15 OLED 2024 S5507QAD-MA751WS Laptop (Qualcomm Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),99990,4.6,Qualcomm Snapdragon X Elite X1E 78 100,Qualcomm,Snapdragon,16 GB LPDDR5X RAM,12.0,12.0,16,SSD,1000,Qualcomm,Integrated,Windows 11,15.6,2880,1620,False,1
543,HP,HP Victus 15-fb2114AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),88490,4.1,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
544,Lenovo,Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),24490,4.55,4th Gen Intel Celeron N4020,Intel,Celeron,8 GB DDR4 RAM,2.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,14,1366,768,False,1
545,HP,HP Spectre x360 16-aa0015TU Laptop ( Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),157700,4.05,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,16 GB LPDDR5x RAM RAM,22.0,16.0,16,SSD,1000,Intel,Integrated,Windows 11,16,2560,1600,True,1
546,Lenovo,Lenovo IdeaPad Slim 3 83EQ005VIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48499,4.55,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB LPDDR5 RAM,12.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
547,Acer,Acer Aspire 3 A324-51 UN.343SI.00A Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),46990,4.2,12th Gen Intel Core i7 1255U,Intel,Core i7,16 GB  RAM,12.0,10.0,16,SSD,1000,Intel,Integrated,Windows 11,14,1920,1080,False,1
548,Dell,Dell 16 XPS 9640 OLED Laptop ( Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),366244,4.0,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,32 GB LPDDR5x RAM,22.0,16.0,32,SSD,1000,NVIDIA,Dedicated,Windows 11,16.3,3840,2400,True,1
549,Dell,Dell XPS 16 9640 OLED Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),308813,4.75,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,32 GB LPDDR5x RAM,22.0,16.0,32,SSD,1000,NVIDIA,Dedicated,Windows 11,16.3,3840,2400,True,1
550,MSI,MSI Modern 15 H AI C1MG-046IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11 Home),61990,4.35,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,16 GB DDR5 RAM,22.0,16.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
551,MSI,MSI Katana A15 AI B8VF-447IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 512GB SSD/ Win11 /8GB Graph),119990,4.25,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1080,1920,False,2
552,MSI,MSI Modern 15 H B13M-224IN Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),69990,4.6,13th Gen Intel Core i9 13900H,Intel,Core i9,16 GB DDR4 RAM,20.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
553,MSI,MSI Cyborg 15 A13VFK-1079IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),114990,4.45,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB DDR5 RAM,16.0,10.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
554,MSI,MSI Katana A17 AI B8VG-868IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),139990,4.2,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,16 GB DDR5 RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,17.3,1920,1080,False,2
555,Infinix,Infinix Zero Book Ultra AI ZL514 Laptop ( Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11 Home),57990,4.55,Intel Core Ultra 5 125H,Intel,Core Ultra 5,16 GB LPDDR5X RAM,18.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
556,MSI,MSI Modern 14 C12MO-1204IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),34990,4.1,12th Gen Intel Core i5 1235U,Intel,Core i5,8 GB DDR4 RAM,12.0,10.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
557,HP,HP EliteBook Ultra AI PC Laptop (Snapdragon X Elite / 16GB/ 512GB SSD/ Win11),169990,4.35,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,16 GB LPDDR5X RAM,,,16,SSD,512,Qualcomm,Integrated,Windows 11,14,2240,1400,True,1
558,MSI,MSI Stealth 18 AI Studio A1VHG-023IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 12GB RTX 4080 Graph),289990,4.45,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,32 GB DDR5 RAM,22.0,16.0,32,SSD,2000,NVIDIA,Dedicated,Windows 11,18,3840,2400,False,2
559,Gigabyte,Gigabyte Aorus 16X ASG-63USC65SH Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),189990,4.0,14th Gen Intel Core i9 14900HX,Intel,Core i9,32 GB DDR5 RAM,32.0,24.0,32,SSD,2000,NVIDIA,Dedicated,Windows 11,16,2560,1600,False,2
560,MSI,MSI Modern 14 C12MO-1202IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),47990,4.75,12th Gen Intel Core i7 1255U,Intel,Core i7,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
561,MSI,MSI Modern 14 C12MO-1203IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),39990,4.65,12th Gen Intel Core i5 1235U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
562,MSI,MSI Thin 15 B12UCX-1693IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB RTX 2050 Graph),67990,4.65,12th Gen Intel Core i7 12650H,Intel,Core i7,16 GB DDR4 RAM,16.0,10.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
563,HP,HP Pavilion Plus 14-ew1082TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),87990,4.6,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,16 GB LPDDR5x RAM,18.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,14,2560,1600,False,1
564,Asus,Asus Zenbook 14 OLED 2024 UX3405MA-PZ962WS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home),144990,4.4,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,32 GB LPDDR5X RAM,22.0,16.0,32,SSD,1000,Intel,Integrated,Windows 11,14,2880,1800,True,1
565,HP,HP 15s-fy5008TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),44999,4.1,12th Gen Intel Core i5 1235U,Intel,Core i5,8 GB DDR4 RAM,12.0,10.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
566,Asus,Asus Vivobook 16X K3605ZF-MBN546WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),61990,4.25,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
567,Acer,Acer Aspire 3 A324-51 UN.343SI.003 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),40990,4.55,12th Gen Intel Core i5 1235U,Intel,Core i5,16 GB  RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
568,Asus,Asus ROG Zephyrus G16 OLED 2024 GU605MZ-CO931WS Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),294890,4.65,Intel Core Ultra 9 185H,Intel,Core Ultra 9,32 GB LPDDR5X RAM,22.0,16.0,32,SSD,1000,NVIDIA,Dedicated,Windows 11,16,2560,1600,False,1
569,MSI,MSI Titan 18 HX A14VHG-207IN Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ RTX 4080),399990,4.7,14th Gen Intel Core i9 14900HX,Intel,Core i9,64 GB DDR5 RAM,32.0,24.0,64,SSD,2000,NVIDIA,Dedicated,Windows 11,18,3840,2400,False,2
570,HP,HP Victus 15-FA1310TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),55990,4.4,12th Gen Intel Core i5 12450H,Intel,Core i5,8 GB DDR4 RAM,12.0,8.0,8,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
571,MSI,MSI Stealth 18 AI Studio A1VIG-022IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 16GB RTX 4090 Graph),339990,4.45,Intel Core Ultra 9 Series 1 185H,Intel,Core Ultra 9,32 GB DDR5 RAM,22.0,16.0,32,SSD,2000,NVIDIA,Dedicated,Windows 11,18,3840,2400,False,2
572,Lenovo,Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),70190,4.65,12th Gen Intel Core i5 12450HX,Intel,Core i5,16 GB DDR5 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
573,Lenovo,Lenovo Yoga 7 83DJ006YIN Laptop (Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),122990,4.3,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,16 GB LPDDR5X- RAM,22.0,16.0,16,SSD,1000,Intel,Integrated,Windows 11,14,1920,1200,True,1
574,Asus,Asus TUF Gaming F17 FX706HF-NY040W  Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),56990,4.35,11th Gen Intel Core i5 11400H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,17,1920,1080,False,1
575,Samsung,Samsung Galaxy Book 4 np750xgk-lg3in Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),78000,4.55,Intel Core 7 Processor Series 1 150U,Intel,Other,16 GB LPDDR4x RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
576,Lenovo,Lenovo LOQ 2024 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),94990,4.5,13th Gen Intel Core i7 13650HX,Intel,Core i7,24 GB DDR5 RAM,,14.0,24,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
577,Asus,Asus ROG Zephyrus G16 GU605MV-CO711WS Gaming Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),173851,4.35,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,16 GB LPDDR5X RAM,22.0,16.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,2560,1600,False,1
578,Asus,Asus ProArt P16 2024 Laptop (AMD Ryzen AI 9 HX 370/ 32GB/1TB SSD/ 8GB RTX 4070 Graphics),199990,4.6,AMD Ryzen AI 9 HX 370,AMD,Other,32 GB LPDDR5X RAM,,,32,SSD,1000,NVIDIA,Dedicated,Windows 11,16,3840,2400,False,1
579,Asus,Asus TUF Gaming A15 2024 FA507UV-LP136WS Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),114980,4.65,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
580,Asus,Asus TUF Gaming A14 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),177990,4.4,AMD Ryzen 9 AI HX 370,AMD,Ryzen 9,16 GB LPDDR5X RAM,,,16,SSD,1000,NVIDIA,Dedicated,Windows 11,14,1920,1080,False,1
581,Asus,Asus TUF Gaming A16 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990,4.25,AMD Ryzen 9 AI HX 370,AMD,Ryzen 9,16 GB LPDDR5X RAM,,,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,1920,1080,False,1
582,Asus,Asus ROG Strix G16 G614JI-BG711WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),149990,4.55,13th Gen Intel Core i7 13650HX,Intel,Core i7,16 GB DDR5 RAM,,14.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
583,HP,HP Envy x360 15-fh0031AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),72490,4.05,7th Gen AMD Ryzen 5 7530U,AMD,Ryzen 5,16 GB LPDDR4x RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,True,1
584,Asus,Asus Vivobook 15 X1504ZA-NJ540WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),50990,4.6,12th Gen Intel Core i5 1235U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
585,Acer,Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),29990,4.1,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
586,Asus,Asus ROG Zephyrus G14 GA403UV-QS085WS Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB RTX 4060 Graph),164990,4.55,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,16 GB LPDDR5X RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,14,2880,1800,False,1
587,HP,HP Victus 15-fa1332tx Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX 4050),89990,4.35,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB DDR4 RAM,16.0,10.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
588,Lenovo,Lenovo LOQ 83DV007GIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),87190,4.15,13th Gen Intel Core i5 13450HX,Intel,Core i5,16 GB DDR5 RAM,16.0,10.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
589,Dell,Dell Vostro 3530 VN3530602PF001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48990,4.55,13th Gen Intel Core i5 1334U,Intel,Core i5,8 GB DDR4 RAM,12.0,10.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
590,Dell,Dell Vostro 3530 VN3530KCKC9001ORB1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),54490,4.3,13th Gen Intel Core i5 1334U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
591,Acer,Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 1TB SSD/ Win11/ 4GB RTX 2050),56999,4.6,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
592,Acer,Acer ‎AL15G-52 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graphics),59990,4.25,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
593,HP,HP Victus 15-FA0888TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990,4.2,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
594,HP,HP 14-ew1074TU Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),82490,4.7,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,16 GB LPDDR5 RAM,18.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,14,2560,1600,False,1
