index,brand_name,model,price,rating,processor,processor_brand,iter,ram,threads_num,core_num,ram_num,memory_type,memory_size,gpu_brand,gpu_type,os,display_size,resolutioin_height,resolutioin_width,Touch_Screen,warrenty
2,Lenovo,Lenovo V15 G4 ‎83CR000VIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),39990,4.5,7th Gen AMD Ryzen 7 7730U,AMD,Ryzen 7,16 GB DDR4 RAM,16.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
3,Samsung,Samsung Galaxy Book 4 NP750XGJ-LG4IN Laptop (13th Gen Intel Core i3-1315U/ 8GB/ 512GB SSD/ Win11),36990,4.4,13th Gen Intel Core i3 1315U,Intel,Core i3,8 GB LPDDR4x RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
4,HP,HP 15-fc0154AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),30290,4.7,7th Gen AMD Ryzen 3 7320U,AMD,Ryzen 3,8 GB DDR5 RAM,8.0,8.0,8,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
5,MSI,MSI Titan 18 HX Gaming Laptop (Intel Core Ultra 9-285HX / 32GB/ 1TB SSD/ Win11 Home/ RTX 5070),359900,4.75,Intel Core Ultra 9 285HX,Intel,Core Ultra 9,32 GB DDR5 RAM,24.0,24.0,32,SSD,1000,NVIDIA,Dedicated,Windows 11,18,3840,2400,False,3
6,Asus,Asus Vivobook 16X 2023 K3605ZC-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),59140,4.1,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
7,HP,HP Victus 15-fb0112AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59990,4.15,5th Gen AMD Ryzen 5 5600H,AMD,Ryzen 5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
8,HP,HP B12V5PT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),33249,4.7,13th Gen Intel Core i3 1315U,Intel,Core i3,16 GB DDR4 RAM,8.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1366,768,False,1
9,Infinix,Infinix INBook Y3 Max Series YL613 Laptop (12th Gen Core i3/ 16GB/ 256GB SSD/ Win 11),24999,4.4,12th Gen Intel Core i3 1215U,Intel,Core i3,16 GB LPDDR4X RAM,8.0,8.0,16,SSD,256,Intel,Integrated,Windows 11,16,1920,1200,False,1
10,Lenovo,Lenovo LOQ 2024 83GS003VIN Gaming Laptop (Intel Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),72990,4.15,12th Gen Intel Core i5 12450HX,Intel,Core i5,16 GB DDR5 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
11,Lenovo,Lenovo LOQ 15IRX9 83DV00LXIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 8GB RTX4060),99990,4.4,13th Gen Intel Core i7 13650HX,Intel,Core i7,24 GB DDR5 RAM,,14.0,24,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
12,MSI,MSI Titan 18 HX AI A2XWIG Gaming Laptop (Intel Core Ultra 9-285HX/ 96GB/ 4TB SSD/ Win11 Pro/ 16GB Graphics RTX 5080),499999,4.55,Intel Core Ultra 9 285HX,Intel,Core Ultra 9,96 GB DDR5 RAM,24.0,24.0,96,SSD,4000,NVIDIA,Dedicated,Windows 11,18,3840,2400,False,3
13,Samsung,Samsung Galaxy Book 5 Pro 360 Laptop (Intel Core Ultra 7 Series 2/ 16GB/ 1TB SSD/ Win11),149990,4.75,Intel Core Ultra 7 Series 2 256V,Intel,Core Ultra 7,16 GB LPDDR5X RAM,,,16,SSD,1000,Intel,Integrated,Windows 11,16,2880,1800,True,1
14,Acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.006 Laptop (AMD Ryzen 5 7430U / 16GB/ 512GB SSD/ Win11 Pro),39990,4.3,7th Gen AMD Ryzen 5 7430U,AMD,Ryzen 5,16 GB  RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,14,1920,1080,False,1
15,Infinix,Infinix GT Book GL613 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB RTX 3050 Graphics),53990,4.7,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB LPDDR5X RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
16,HP,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),29900,4.0,5th Gen AMD Ryzen 5 5625U,AMD,Ryzen 5,8 GB DDR4 RAM,12.0,8.0,8,SSD,512,AMD,Integrated,Windows 11,15.6,1366,768,False,1
17,Asus,Asus TUF Gaming A15 FA566NCR-HN054WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),66990,4.7,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
18,Lenovo,Lenovo V15 G4 ‎83CQ0006IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),26490,4.55,7th Gen AMD Ryzen 3 7320U,AMD,Ryzen 3,8 GB LPDDR5 RAM,8.0,8.0,8,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
19,HP,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),74990,4.0,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,16.1,1920,1080,False,1
20,Apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),75999,4.15,Apple M2,Apple,M2,8 GB DDR4 RAM,,8.0,8,SSD,256,Apple,Integrated,Mac,13.6,2560,1664,False,1
21,Asus,Asus Vivobook 15 X1502VA-BQ837WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),66990,4.05,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB  RAM,16.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
22,HP,HP Victus 15-fb3025AX Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),111999,4.05,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,16 GB DDR5 RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
23,HP,HP Victus 15-fb2703tx Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990,4.05,13th Gen Intel Core i5 13420H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
24,Acer,Acer Aspire 3 A311-45 UN.354SI.006 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11),15990,4.7,Intel Celeron N4500,Intel,Celeron,8 GB DDR4 RAM,2.0,8.0,8,SSD,128,Intel,Integrated,Windows 11,11.6,1366,768,False,1
25,Tecno,Tecno Megabook S14 Laptop,89990,4.0,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm,Snapdragon,8 GB LPDDR5 RAM,,,8,SSD,512,Intel,Integrated,Windows 11,14,2880,1600,False,1
26,Asus,Asus TUF Gaming A16 Advantage Edition FA617NSR-RL083W Gaming Laptop (AMD Ryzen 7 7435HS/ 16GB/ 512GB SSD/ Win11 Home/ AMD Radeon RTX 7600S),94990,4.65,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,AMD,Dedicated,Windows 11,16,1920,1200,False,1
27,Dell,Dell 15 Vostro 3520 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,4.6,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
28,HP,HP 15s-fc0156AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),42490,4.0,7th Gen AMD Ryzen 5 7520U,AMD,Ryzen 5,16 GB LPDDR5 RAM,8.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
29,MSI,MSI Thin 15 B12UCX-1694IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),59990,4.35,12th Gen Intel Core i7 12650H,Intel,Core i7,16 GB DDR4 RAM,16.0,10.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
30,Honor,Honor MagicBook X16 2024 ‎Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),46490,4.1,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB LPDDR4x RAM,12.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,16,1920,1200,False,1
31,Asus,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32990,4.35,13th Gen Intel Core i3 1315U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
32,Asus,Asus VivoBook 14 X1404VA-NK804WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),54990,4.7,13th Gen Intel Core i5 1334U,Intel,Core i5,8 GB DDR4 RAM,12.0,10.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
33,Asus,Asus VivoBook 14 X1404VA-NK760WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990,4.75,13th Gen Intel Core i3 1315U,Intel,Core i3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
34,Asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ164WS Laptop (Intel Core Ultra 9 285H/ 32GB/ 1TB SSD/ Win11 Home),142990,4.55,Intel Core Ultra 9 285H,Intel,Core Ultra 9,32 GB LPDDR5X RAM,16.0,16.0,32,SSD,1000,Intel,Integrated,Windows 11,14,2880,1800,True,1
35,HP,HP 245 G9 Laptop (AMD Ryzen 5 5625U/ 16GB RAM/ 512GB SSD/ Win11),30890,4.4,5th Gen AMD Ryzen 5 5625U,AMD,Ryzen 5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,14,1366,768,False,1
36,Lenovo,Lenovo IdeaPad Slim 3 ‎14IAH8 83EQ0072IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),49999,4.5,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB LPDDR5 RAM,12.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
37,AGB,AGB Octev GA-9090 Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 2GB Graph),30000,4.45,11th Gen Intel Core i7 1165G7,Intel,Core i7,16 GB DDR4 RAM,8.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
38,Lenovo,Lenovo ThinkBook 16 G6 21KKA0G1IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),54989,4.3,7th Gen AMD Ryzen 7 7730U,AMD,Ryzen 7,16 GB DDR4 RAM,16.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,16,1920,1200,False,1
39,Acer,Acer 15 Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11),33490,4.3,5th Gen AMD Ryzen 5 5625U,AMD,Ryzen 5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
40,Asus,Asus TUF Gaming A15 FA507NUR-LP082W Gaming Laptop (AMD Ryzen 7 7435HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),87990,4.55,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
41,Lenovo,Lenovo LOQ 15ARP9 83JC0078IN Gaming Laptop (AMD Ryzen 5 7235HS/ 24GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),65490,4.0,7th Gen AMD Ryzen 5 7235HS,AMD,Ryzen 5,24 GB DDR5 RAM,8.0,8.0,24,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
42,HP,HP Omen 16-xd0020AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),110990,4.65,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16.1,1920,1080,False,1
43,MSI,MSI Thin 15 B12UC-1692IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),52990,4.4,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,2
44,Asus,Asus ROG Strix G16 G614JV-N3474WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),118991,4.5,13th Gen Intel Core i7 13650HX,Intel,Core i7,16 GB DDR5 RAM,,14.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
45,Asus,Asus Vivobook 16 X1605ZAC-MB540WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),52599,4.4,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,Intel,Integrated,Windows 11,16,1920,1200,False,1
46,Samsung,Samsung Galaxy Book 4 np750xgj-kg2in Laptop (13th Gen Intel Core i5-1335U/ 16GB/ 512GB SSD/ Win11),50990,4.05,13th Gen Intel Core i5 1335U,Intel,Core i5,16 GB LPDDR4x RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
47,Apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),77999,4.2,Apple M2 Apple M2 Chip,Apple,M2,8 GB Unified Memory RAM,,8.0,8,SSD,512,Apple,Integrated,Mac,13.6,2560,1664,False,1
48,Apple,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),63990,4.6,Apple M1,Apple,M1,8 GB DDR4 RAM,,8.0,8,SSD,256,Apple,Integrated,Mac,13.3,2560,1600,False,1
49,Asus,Asus Vivobook 15 X1502VA-BQ838WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),66990,4.15,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB  RAM,16.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
50,HP,HP ‎15-fd0467TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59990,4.2,13th Gen Intel Core i5 1334U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
51,Asus,ASUS TUF Gaming A18 2025 Laptop (AMD Ryzen 7 260 Processor/ 16GB/ 2TB SSD/ Win11/ RTX5070 Graph),199990,4.4,AMD Ryzen 7 260,AMD,Ryzen 7,16 GB ‎DDR5 RAM,16.0,8.0,16,SSD,2000,NVIDIA,Dedicated,Windows 11,18,2560,1600,False,1
52,Lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003HIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),66490,4.15,13th Gen Intel Core i7 13700H,Intel,Core i7,16 GB LPDDR5 RAM,20.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,16,1920,1080,False,1
53,Apple,Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),99900,4.75,Apple M4,Apple,Other,16 GB  RAM,,10.0,16,SSD,256,Apple,Integrated,Mac,13.6,2560,1664,False,1
54,Lenovo,Lenovo V15 82TTA07RIH Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),43090,4.3,12th Gen Intel Core i5 1235U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
55,Acer,Acer Aspire Lite AL15-52H Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),39989,4.75,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
56,HP,HP 15-fd0061TU Laptop (12th Gen Core i3/ 8 GB/ 512GB SSD/ Win11 Home),35899,4.7,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB  RAM,8.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
57,Infinix,Infinix INBook Y3 Max Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win 11),23990,4.7,12th Gen Intel Core i3 1215U,Intel,Core i3,8 GB LPDDR4X RAM,8.0,8.0,8,SSD,256,Intel,Integrated,Windows 11,16,1920,1200,False,1
58,Acer,Acer Aspire 7 A715-79G UN.34PSI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),67990,4.7,13th Gen Intel Core i5 13420H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
59,Colorful,Colorful XS 22-HD55016512B-G-IND Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),47990,4.0,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
60,Acer,Acer Aspire 3 A324-51 UN.343SI.004 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),43990,4.75,12th Gen Intel Core i7 1255U,Intel,Core i7,16 GB  RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
61,HP,HP Omen 16-xd0017AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),125980,4.65,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,32 GB DDR5 RAM,16.0,8.0,32,SSD,1000,NVIDIA,Dedicated,Windows 11,16.1,1080,1920,False,1
62,HP,HP Victus 15-fa1351TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),59500,4.75,12th Gen Intel Core i5 12450H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
63,HP,HP Omen 16-wf1096TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),127490,4.4,14th Gen Intel Core i7 14650HX,Intel,Core i7,16 GB DDR5 RAM,24.0,16.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16.1,1920,1080,False,1
64,Dell,Dell Inspiron 3530 OIN353034071RINS1M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),43990,4.05,13th Gen Intel Core i5 1334U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
65,Acer,Acer Nitro V ANV15-41 NH.QPESI.001 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),75990,4.0,7th Gen AMD Ryzen 7 7735HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
66,HP,HP Chromebook 11MK G9 EE Touch Laptop (MediaTek MT8183/ 4GB/ 32GB eMMC/ Chrome OS),10990,4.35,MediaTek Kompanio 500,MediaTek,Other,4 GB LPDDR4X RAM,,8.0,4,eMMC Storage,32,Arm,Integrated,Chrome,11.6,1366,768,True,1
67,MSI,MSI Crosshair 16 HX D14VFKG-206IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),134990,4.55,14th Gen Intel Core i7 14700HX,Intel,Core i7,16 GB DDR5 RAM,28.0,20.0,16,SSD,1000,NVIDIA,Dedicated,Windows 11,16,2560,1440,False,2
68,Lenovo,Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),35140,4.2,7th Gen AMD Ryzen 3 7330U,AMD,Ryzen 3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
69,Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),111699,4.5,Apple M3,Apple,Other,8 GB  RAM,,8.0,8,SSD,512,Apple,Integrated,Mac,14.2,3024,1964,False,1
70,Asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),59990,4.45,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
71,HP,HP 15-fd0492TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58499,4.35,13th Gen Intel Core i5 1334U,Intel,Core i5,16 GB DDR4 RAM,12.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
72,Asus,Asus Vivobook 14 2025 X1407CA-LY102WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win11),73990,4.45,Intel Core Ultra 5 225H,Intel,Core Ultra 5,16 GB DDR5 RAM,14.0,14.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1200,False,1
73,Dell,Dell Inspiron 15 3535 Laptop (AMD Ryzen R5-7530U/ 16GB/ 512GB SSD/ Win11),45490,4.45,7th Gen AMD Ryzen 5 7530U,AMD,Ryzen 5,16 GB  RAM,12.0,8.0,16,SSD,512,AMD,Integrated,Windows 11,15.6,1920,1080,False,1
74,Acer,Acer Travel Lite TL14 UN.34GSI.07K Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),32990,4.3,12th Gen Intel Core i3 1215U,Intel,Core i3,16 GB DDR4 RAM,8.0,8.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1080,False,1
75,Razer,Razer Launches Blade 18 (2025) Laptop (Intel Core Ultra 9 275HX/ 32GB/ 2TB SSD/ Win11/ 24GB Graphics),393990,4.7,Intel Core Ultra 9 275HX,Intel,Core Ultra 9,32 GB  RAM,,24.0,32,SSD,2000,NVIDIA,Dedicated,Windows 11,18,2560,1600,False,1
76,HP,HP Victus FA1198TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),72990,4.75,13th Gen Intel Core i5 13420H,Intel,Core i5,16 GB DDR4 RAM,12.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
77,Acer,Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),19990,4.65,Intel Celeron N4500,Intel,Celeron,8 GB DDR4 RAM,2.0,8.0,8,SSD,512,Intel,Integrated,Windows 11,11.6,1366,768,False,1
78,Asus,Asus ROG Strix SCAR 16 (2025) G635 Gaming Laptop (Intel Core Ultra 9 Processor 275HX/ 32GB/ 2TB SSD/ Win11 Home/ RTX5090 Graph),449999,4.3,Intel Core Ultra 9 275HX,Intel,Core Ultra 9,32 GB DDR5 RAM,,,32,SSD,2000,NVIDIA,Dedicated,Windows 11,16,2560,1600,False,1
80,Lenovo,Lenovo LOQ 15ARP9 83JC00EHIN Gaming Laptop (AMD Ryzen 7 7435H/ 24GB/ 512GB SSD/ Win11/ 8GB RTX 4060 Graph),91690,4.35,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,24 GB DDR5 RAM,16.0,8.0,24,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
81,Xiaomi,Xiaomi Redmi Book 16 2025 Laptop (Intel Core Ultra 5 Series 2/ 32GB/ 1TB SSD/ Win 11),64990,4.1,Intel Core Ultra 5 Series 2,Intel,Core Ultra 5,32 GB LPDDR5x RAM,,,32,SSD,1000,Intel,Integrated,Windows 11,16,3072,1920,False,1
82,HP,HP 255 G10 B1FW9PT Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11),24999,4.7,7th Gen AMD Ryzen 3 7320U,AMD,Ryzen 3,8 GB DDR4 RAM,8.0,8.0,8,SSD,512,AMD,Integrated,Windows 11,15.6,1366,768,False,1
83,Apple,Apple MacBook Pro 14 2024 Laptop (Apple M4/ 16GB/ 512GB SSD/ macOS),162990,4.15,Apple M4,Apple,Other,16 GB  RAM,,10.0,16,SSD,512,Apple,Integrated,Mac,14.2,3024,1964,False,1
84,MSI,MSI Modern 15 H AI C1MG-050IN Laptop (Intel Core Ultra 5 125H/ 8GB/ 512GB SSD/ Win11 Home),48300,4.0,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,8 GB DDR5 RAM,18.0,14.0,8,SSD,512,Intel,Integrated,Windows 11,15.6,1920,1080,False,1
85,Lenovo,Lenovo IdeaPad 5 14IRH9 83KX0019IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),84690,4.1,13th Gen Intel Core i7 13620H,Intel,Core i7,16 GB LPDDR5X RAM,16.0,10.0,16,SSD,512,Intel,Integrated,Windows 11,14,1920,1200,True,1
86,Asus,Asus Vivobook 16X K3605ZU-RP304WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),84990,4.75,12th Gen Intel Core i5 12500H,Intel,Core i5,16 GB DDR4 RAM,16.0,12.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,16,1920,1200,False,1
87,Asus,Asus TUF Gaming A15 FA507NVR-LP104WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11/ 8GB Graph),99990,4.75,7th Gen AMD Ryzen 7 7435HS,AMD,Ryzen 7,16 GB DDR5 RAM,16.0,8.0,16,SSD,512,NVIDIA,Dedicated,Windows 11,15.6,1920,1080,False,1
